poly_features,chroma_cens,chroma_cqt,chroma_stft,tempogram,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,spectral_flatness,zero_crossing_rate,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,label
0.44928666389917615,0.2100165068381833,0.33576056361198425,0.2690434157848358,0.20221966335394062,1218.0647279249802,1353.5246231305991,2294.5767927059164,22.98744969988875,0.0005195181001909077,0.0697996725154679,0.0384584479033947,-300.8872985839844,161.13882446289062,-24.23980140686035,27.94919776916504,-2.8393194675445557,2.3620004653930664,-11.24193000793457,0.20784741640090942,-6.81255578994751,6.084776401519775,-8.130868911743164,-1.8218759298324585,-4.113842964172363,-2.0505218505859375,-1.596206545829773,0.645488977432251,1.4499483108520508,-0.22788105905056,-1.2954089641571045,-7.097513675689697,-2.0179004669189453,2.5659613609313965,6.107781887054443,-1.3223037719726562,-3.647753953933716,-0.15512530505657196,-1.9457792043685913,-4.637391567230225,2.7477259635925293,5.350738048553467,classical
0.5882523974316717,0.22624189448461904,0.3670068085193634,0.2667466998100281,0.22224871639972021,1371.0629154476974,1440.8059277727236,2569.5706183838456,22.038163711527275,0.0010875584557652473,0.07953924074342614,0.04547975957393646,-278.1661682128906,147.9115447998047,-31.566017150878906,20.365543365478516,-9.577174186706543,-6.237151145935059,-13.598540306091309,-0.6613921523094177,-7.264620304107666,1.0141223669052124,-11.751262664794922,-0.9713639616966248,-2.2172369956970215,-0.5783766508102417,1.8662410974502563,5.138471603393555,2.631866216659546,0.8178699612617493,-1.6497762203216553,-0.09922673553228378,7.92310094833374,5.650562286376953,1.1714590787887573,-1.2215101718902588,1.1612082719802856,1.6008778810501099,1.362291693687439,0.7185524702072144,1.4339126348495483,3.542304515838623,classical
0.2331251650402852,0.1817490681363854,0.26143115758895874,0.2705242931842804,0.27908973273628723,1216.1877859259905,1582.8265880943743,2560.00308149652,24.077924313664447,0.0005397310014814138,0.056246752344354216,0.02380259521305561,-356.10589599609375,139.8126678466797,-6.2785773277282715,43.17738723754883,-8.851787567138672,11.047903060913086,-8.375142097473145,4.419640064239502,-8.284428596496582,8.676264762878418,-8.135021209716797,3.428734302520752,-1.4394304752349854,-0.4229745864868164,-1.727986216545105,-0.28991934657096863,-0.6608425974845886,1.1603195667266846,-0.6185107827186584,-0.2540334165096283,1.674539566040039,1.6760172843933105,3.7493507862091064,2.5653979778289795,4.318074703216553,-1.5782829523086548,-2.7938942909240723,-2.3382630348205566,5.714230537414551,1.846911907196045,classical
2.3539674006844686,0.2177581322173471,0.33592164516448975,0.3195151686668396,0.2726427574013692,1702.2631838614686,1602.8332680694432,2820.9643220248286,21.67647625173714,0.006342096254229546,0.11507495897545662,0.1741567999124527,-108.03529357910156,127.27288055419922,-44.95221710205078,31.243629455566406,4.355782985687256,-4.945937633514404,-15.877520561218262,14.630617141723633,-7.7887444496154785,-1.2106034755706787,2.831526517868042,17.271968841552734,-4.097477436065674,1.666233777999878,0.6687938570976257,4.612271785736084,-9.870930671691895,-3.2386677265167236,-3.0979409217834473,1.873868465423584,-4.772193908691406,2.2948994636535645,-2.1228067874908447,0.41895461082458496,-4.022543907165527,8.0104341506958,5.873037815093994,8.549099922180176,-0.6831765174865723,-2.1945793628692627,classical
0.1577002366464612,0.21154816009333205,0.33458587527275085,0.22687284648418427,0.17758742499031496,690.2008583146431,1358.39767779195,749.1406363290313,19.794813622882245,0.00021545357594732195,0.03604482369006187,0.020146258175373077,-465.9222717285156,180.2020721435547,56.68280029296875,11.031250953674316,5.835223197937012,0.7342116832733154,-3.96238374710083,-5.885416030883789,-8.461982727050781,-9.784012794494629,-7.692601680755615,-3.2547340393066406,-1.8574461936950684,-4.006843566894531,-4.101009845733643,-2.468193292617798,-2.3574042320251465,-2.993993043899536,-3.2260265350341797,-1.715074896812439,0.8640146255493164,0.17820397019386292,-2.610832691192627,-2.454120397567749,-0.5811850428581238,-0.09038358181715012,-0.7380825281143188,-1.1231664419174194,0.09389224648475647,0.5832875967025757,classical
0.576938500547032,0.21650824227914697,0.35430392622947693,0.2762569785118103,0.2496004761129687,1211.1697476044014,1367.0610231789638,2236.9217662412993,22.397610709037057,0.0006703785038553178,0.06844094402552205,0.04788936302065849,-278.7973937988281,160.02932739257812,-28.409236907958984,23.02935218811035,-2.700129508972168,3.0024619102478027,-11.30244255065918,-0.5203941464424133,-11.356125831604004,3.1751229763031006,-5.079851150512695,4.348132610321045,-4.080542087554932,-0.15747584402561188,-1.6724984645843506,1.631820797920227,1.008241057395935,-0.7667417526245117,-3.837225914001465,-3.5435171127319336,4.480644702911377,4.495368957519531,1.1334062814712524,-4.6448540687561035,-4.352620601654053,-2.9746267795562744,-0.26141443848609924,-2.235893964767456,-1.3674423694610596,-0.17366555333137512,classical
0.09973695869319457,0.2048541446213469,0.3091863989830017,0.19900844991207123,0.1673477503542117,1117.8503357890468,1944.5079022273212,1872.7391785092807,19.71705908769719,0.0011185772018507123,0.0422878752175174,0.012561473995447159,-498.7247619628906,145.6916046142578,46.53605270385742,15.265368461608887,3.0584959983825684,-0.8369661569595337,-5.227452754974365,-6.211699962615967,-3.8185884952545166,0.07846052944660187,2.723050832748413,2.2216529846191406,0.23647773265838623,-0.46623438596725464,-0.8813537955284119,0.5830570459365845,3.2881364822387695,2.3161139488220215,-2.5702497959136963,-4.8192138671875,-2.5071635246276855,0.9803198575973511,2.921687364578247,0.5102058053016663,-2.7771475315093994,-0.9816932082176208,2.284163475036621,0.07911690324544907,-6.190587043762207,-8.5101900100708,classical
0.316293701717515,0.22941126785378652,0.3526080548763275,0.27837029099464417,0.2776049642416611,1243.3447339713157,1358.536285274524,2352.273453360644,22.031529162835078,0.0005790176801383495,0.06370465366395979,0.02971753664314747,-315.7706298828125,149.67373657226562,-30.54457664489746,23.211292266845703,-8.683145523071289,-10.098002433776855,-15.730225563049316,-4.041795253753662,-7.646997928619385,0.04699074476957321,-11.139082908630371,-7.667931079864502,-5.867053031921387,-4.853206157684326,-5.141088962554932,-5.421512603759766,-3.1769111156463623,1.4589451551437378,0.1467575877904892,-4.1648478507995605,-3.064070463180542,-2.3596155643463135,5.2743306159973145,0.8406683206558228,3.896367311477661,8.270559310913086,0.9136843085289001,-2.1512184143066406,-0.13234621286392212,2.136366844177246,classical
0.2186392895179182,0.22046259911422994,0.3519507050514221,0.25059986114501953,0.259986485410944,1396.5924291389088,1525.4505144360933,2652.4143298651393,23.51621548959719,0.000701378972735256,0.07262022368039443,0.019731596112251282,-358.73284912109375,129.0865936279297,-30.382150650024414,19.87775421142578,-10.365019798278809,-0.6520816683769226,-10.599553108215332,1.5455327033996582,-3.965301036834717,1.8692716360092163,-8.840754508972168,-7.1705002784729,-8.211201667785645,-5.941539287567139,-0.11563608050346375,4.281399726867676,8.96475887298584,12.798844337463379,14.694926261901855,11.523015975952148,7.791788101196289,0.17533144354820251,1.6014735698699951,0.49578994512557983,7.891031265258789,6.453721046447754,0.3476427495479584,-0.4057157039642334,-4.869430065155029,-0.4085342586040497,classical
0.27297335864052413,0.19123800131236618,0.2784116268157959,0.21499502658843994,0.2551665596668404,1360.6436715050686,1441.2431338982612,2387.7291296584976,25.198185164468306,0.0003241607337258756,0.08776562802107502,0.030625173822045326,-324.0611572265625,133.59457397460938,-25.044692993164062,24.552648544311523,-11.94702434539795,17.667558670043945,-5.524336338043213,1.7110506296157837,-10.577141761779785,-0.8498295545578003,-7.808102607727051,3.5253548622131348,5.04882287979126,1.367479920387268,3.010915994644165,-3.1286888122558594,-4.289846420288086,0.5910098552703857,2.877631425857544,0.3732800781726837,-1.216295599937439,0.7643821835517883,2.2113091945648193,1.055739164352417,5.341073513031006,2.526390314102173,3.4239866733551025,-1.2387950420379639,6.642730712890625,11.356626510620117,classical
0.33391920537602876,0.2044158560624097,0.29539644718170166,0.24418820440769196,0.159997534491593,1355.5040220465617,1615.200722014902,2521.8245291654584,21.29812672364366,0.001809046952985227,0.07083778941898686,0.03194452449679375,-321.1299743652344,134.6035919189453,-18.25528907775879,22.196823120117188,0.42183101177215576,-3.7993876934051514,0.4846671521663666,-1.144471526145935,-1.897786021232605,-0.10073330998420715,-2.7546026706695557,0.5867370367050171,2.4947595596313477,0.2997528910636902,1.6746940612792969,2.8845925331115723,2.08327317237854,1.1637598276138306,-2.3921611309051514,-3.423226833343506,-1.888636589050293,-0.7119348049163818,0.5619716644287109,2.223219394683838,0.1680624932050705,-0.07179438322782516,0.9734978079795837,1.0069260597229004,-1.6752567291259766,1.7500355243682861,classical
0.7829285270148186,0.2583829752794752,0.4773034155368805,0.38781213760375977,0.16522014272084662,2411.5866181146966,2435.9202566181157,4993.538147114269,18.197406175118697,0.02709284983575344,0.12693159984048724,0.05546330288052559,-186.63197326660156,86.64537048339844,-15.727551460266113,14.736835479736328,-2.2047410011291504,6.256115436553955,-0.8920641541481018,0.6570256352424622,-6.092410087585449,-5.223966598510742,-7.879560470581055,-1.7269389629364014,-4.704252243041992,-2.0493123531341553,1.4325696229934692,2.7865874767303467,3.316521167755127,3.114956855773926,-4.411282539367676,-5.034924030303955,0.45090705156326294,0.12168417870998383,-0.3844609558582306,-1.4799937009811401,-0.8867497444152832,-1.4260517358779907,0.6269693374633789,-1.085572600364685,-2.7860493659973145,0.6344139575958252,classical
0.4300289713444251,0.24434881155103272,0.4172399044036865,0.3191639184951782,0.17904652211342612,1016.183868647418,1152.0046399335154,1823.8689661579176,20.720494529253454,0.0004904854577034712,0.06112352269431554,0.040670499205589294,-319.69293212890625,166.0106964111328,-11.93993091583252,27.277545928955078,7.825562953948975,1.7427207231521606,-7.855803966522217,-2.3967835903167725,-2.898453950881958,-2.5164222717285156,-11.373650550842285,-4.612367630004883,-4.490787029266357,-7.439467430114746,-5.58253288269043,-1.8753818273544312,-1.287152647972107,-1.4339163303375244,-0.4989853799343109,-4.091928482055664,-6.938546180725098,-2.9941582679748535,-0.44638630747795105,-3.560574769973755,1.563533067703247,2.564666271209717,-2.0048837661743164,-0.5361560583114624,-3.890195608139038,-8.144451141357422,classical
0.21037494860275444,0.1815599542074937,0.2715890407562256,0.2430950403213501,0.26581940660306963,950.2545384089235,1112.8597253261503,1697.3842966031032,23.259218142852625,0.0002420502423774451,0.06075721734822119,0.0214912761002779,-385.3195495605469,177.19078063964844,-9.319134712219238,24.38172149658203,5.818262100219727,-4.568686008453369,-6.349385738372803,-6.9729509353637695,-4.134382724761963,3.8622360229492188,-0.33556684851646423,-0.9247466921806335,-3.646073579788208,-2.090728282928467,3.6484756469726562,0.7111431360244751,-1.2347899675369263,-0.7390157580375671,2.8186464309692383,1.547049641609192,-2.3098833560943604,-5.194527626037598,-1.647998332977295,1.8539860248565674,5.190459728240967,7.649188041687012,6.067234992980957,4.630992889404297,2.794806957244873,-4.837404251098633,classical
0.22473085121701153,0.21365998098752353,0.3212830126285553,0.2793487310409546,0.16784089278912764,1285.145711575264,1659.9743894878304,2476.5848181917054,21.002617772430465,0.0017351321876049042,0.06374241710170148,0.02072436735033989,-360.81854248046875,138.986083984375,-12.936921119689941,33.78664779663086,7.5907063484191895,-1.7154349088668823,1.0259283781051636,4.0695481300354,3.9372975826263428,0.9441118240356445,0.5203143358230591,4.6870036125183105,3.3392887115478516,-2.2548234462738037,-1.8465105295181274,2.224443197250366,1.7860708236694336,-1.5169618129730225,-3.256617546081543,4.000946044921875,7.32616662979126,3.2361385822296143,-0.3456040918827057,1.254252314567566,1.935441493988037,-2.5314810276031494,-0.6374398469924927,3.0660805702209473,2.824864149093628,6.595749378204346,classical
1.543952996875058,0.2031087267365091,0.3193415105342865,0.26183080673217773,0.19702289616691876,1326.2034398354226,1326.4624260525256,2171.388118638905,21.23455856463467,0.0008959289989434183,0.09386497754204894,0.13417066633701324,-160.6461181640625,164.2802276611328,-48.755340576171875,1.6627675294876099,-7.611216068267822,-2.6623005867004395,-11.043171882629395,-6.996155738830566,-8.096745491027832,1.253088355064392,-5.367456912994385,-4.139777660369873,-5.426041126251221,-1.6642478704452515,-3.0940027236938477,-1.2512342929840088,-6.087149143218994,-1.0280548334121704,-4.122477054595947,-1.506043553352356,-3.79072904586792,2.957360029220581,-2.7704267501831055,-1.7840784788131714,-1.19925057888031,1.0997154712677002,-0.043935373425483704,5.208201885223389,-0.1164916604757309,-6.07496976852417,classical
1.3864306761422167,0.23360544530443494,0.3860519826412201,0.23614871501922607,0.133241143885669,1176.4774630291588,1504.1278931635093,1903.2370042067307,20.89579842398354,0.0009695308981463313,0.06226149338942308,0.13835451006889343,-171.1051788330078,156.93057250976562,-21.84981918334961,5.337416648864746,-4.054869174957275,-3.7208259105682373,-8.906785011291504,-4.932887554168701,-7.912198066711426,-5.397179126739502,-9.334654808044434,-6.601844787597656,-7.79288911819458,-1.3487050533294678,-3.5482394695281982,-2.8597073554992676,-3.8825578689575195,0.2918032109737396,-3.4363787174224854,-0.9223750233650208,-1.2056435346603394,1.8270492553710938,0.7786409258842468,-0.7896486520767212,-5.000798225402832,-2.98014497756958,-4.43257474899292,-1.9149549007415771,-0.5560217499732971,-2.244049310684204,classical
